X,Y,Elevation,Target
550350,213650,40,4
550350,213700,-20,1
550350,213700,-10,2
550350,213700,0,2
550350,213700,10,3
550350,213700,20,3
550350,213700,30,4
550350,213700,40,5
550350,213750,-20,1
550350,213750,-10,2
550350,213750,0,3
550350,213750,10,3
550350,213750,20,4
550350,213750,30,4
550350,213750,40,5
550350,213800,-20,2
550350,213800,-10,2
550350,213800,0,3
550350,213800,10,3
550350,213800,20,4
550350,213800,30,4
550350,213800,40,5
550350,213850,-20,2
550350,213850,-10,2
550350,213850,0,3
550350,213850,10,3
550350,213850,20,4
550350,213850,30,4
550350,213850,40,5
550350,213900,-20,2
550350,213900,-10,2
550350,213900,0,3
550350,213900,10,3
550350,213900,20,4
550350,213900,30,5
550350,213900,40,5
550400,213550,-20,1
550400,213550,-10,1
550400,213550,0,2
550400,213550,10,2
550400,213550,20,3
550400,213550,30,4
550400,213550,40,4
550400,213600,-20,1
550400,213600,-10,2
550400,213600,0,2
550400,213600,10,3
550400,213600,20,3
550400,213600,30,4
550400,213600,40,4
550400,213650,-20,1
550400,213650,-10,2
550400,213650,0,2
550400,213650,10,3
550400,213650,20,3
550400,213650,30,4
550400,213650,40,4
550400,213700,-20,1
550400,213700,-10,2
550400,213700,0,2
550400,213700,10,3
550400,213700,20,3
550400,213700,30,4
550400,213700,40,5
550400,213750,-20,1
550400,213750,-10,2
550400,213750,0,3
550400,213750,10,3
550400,213750,20,4
550400,213750,30,4
550400,213750,40,5
550400,213800,-20,2
550400,213800,-10,2
550400,213800,0,3
550400,213800,10,3
550400,213800,20,4
550400,213800,30,4
550400,213800,40,5
550400,213850,-20,2
550400,213850,-10,2
550400,213850,0,3
550400,213850,10,3
550400,213850,20,4
550400,213850,30,4
550400,213850,40,5
550400,213900,-20,2
550400,213900,-10,2
550400,213900,0,3
550400,213900,10,3
550400,213900,20,4
550400,213900,30,5
550400,213900,40,5
550450,213550,-20,1
550450,213550,-10,1
550450,213550,0,2
550450,213550,10,2
550450,213550,20,3
550450,213550,30,4
550450,213550,40,4
550450,213600,-20,1
550450,213600,-10,2
550450,213600,0,2
550450,213600,10,3
550450,213600,20,3
550450,213600,30,4
550450,213600,40,4
550450,213650,-20,1
550450,213650,-10,2
550450,213650,0,2
550450,213650,10,3
550450,213650,20,3
550450,213650,30,4
550450,213650,40,4
550450,213700,-20,1
550450,213700,-10,2
550450,213700,0,2
550450,213700,10,3
550450,213700,20,3
550450,213700,30,4
550450,213700,40,5
550450,213750,-20,1
550450,213750,-10,2
550450,213750,0,2
550450,213750,10,3
550450,213750,20,4
550450,213750,30,4
550450,213750,40,5
550450,213800,-20,2
550450,213800,-10,2
550450,213800,0,3
550450,213800,10,3
550450,213800,20,4
550450,213800,30,4
550450,213800,40,5
550450,213850,-20,2
550450,213850,-10,2
550450,213850,0,3
550450,213850,10,3
550450,213850,20,4
550450,213850,30,4
550450,213850,40,5
550450,213900,-20,2
550450,213900,-10,2
550450,213900,0,3
550450,213900,10,3
550450,213900,20,4
550450,213900,30,5
550450,213900,40,5
550500,213550,-20,1
550500,213550,-10,1
550500,213550,0,2
550500,213550,10,2
550500,213550,20,3
550500,213550,30,4
550500,213550,40,4
550500,213600,-20,1
550500,213600,-10,2
550500,213600,0,2
550500,213600,10,3
550500,213600,20,3
550500,213600,30,4
550500,213600,40,4
550500,213650,-20,1
550500,213650,-10,2
550500,213650,0,2
550500,213650,10,3
550500,213650,20,3
550500,213650,30,4
550500,213650,40,4
550500,213700,-20,1
550500,213700,-10,2
550500,213700,0,2
550500,213700,10,3
550500,213700,20,3
550500,213700,30,4
550500,213700,40,5
550500,213750,-20,1
550500,213750,-10,2
550500,213750,0,2
550500,213750,10,3
550500,213750,20,4
550500,213750,30,4
550500,213750,40,5
550500,213800,-20,2
550500,213800,-10,2
550500,213800,0,3
550500,213800,10,3
550500,213800,20,4
550500,213800,30,4
550500,213800,40,5
550500,213850,-20,2
550500,213850,-10,2
550500,213850,0,3
550500,213850,10,3
550500,213850,20,4
550500,213850,30,4
550500,213850,40,5
550500,213900,-20,2
550500,213900,-10,2
550500,213900,0,3
550500,213900,10,3
550500,213900,20,4
